localizacao,codigo,apelido,familia,qual,qmm,cor,qtde,desc_cor,tam,tamd,embalagem_vol,un,peso_liq,peso_bruto
1.01.A.001,0700278,STEIN - 3110 1,000,5,"42,00",MARROM,CLA,7530240001200 MT,"8,400","8,900",,,,
